Month,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Region,Case
Month 11,0.035104749566127816,0.03965299556801233,0.04411392295414572,0.03925069901531387,0.03542244944322667,0.034152392777749625,0.038725756294038315,0.03638031570565196,0.041725913623498416,0.04234103987894642,0.038079505829200916,0.042067641977426525,0.04181381068694519,0.04120815060579686,0.037228610268840806,0.03552133334193999,0.04081493964119365,0.03548756246317182,0.041522920501603125,0.03914882675069852,0.043349950634438826,0.04120661311621472,0.040780757313619936,0.041539264164813516,PJM,Base Case
Month 12,0.03350607602390117,0.04017972075664435,0.040052885067098074,0.04099703648963362,0.04152541907649974,0.038820794647169476,0.04443582500549525,0.03901092889360062,0.03736430178135433,0.04138519355733515,0.0393388108497457,0.03942740824454473,0.034763748475822046,0.04319848143894975,0.044231744237146604,0.041935192827336244,0.038908178364116267,0.03814277306907002,0.03786621702011633,0.032318917818848575,0.034059088956371955,0.03616353492143479,0.042819328742554966,0.03797165096188086,PJM,Base Case
Month 1,0.03712522482630865,0.039722227712330443,0.037476644194096596,0.04379684270821285,0.04187115756772901,0.037807095090290906,0.04300479731975632,0.0381240083658271,0.04286393634543012,0.04216062146116765,0.04043057620118217,0.03710081032566213,0.04616009950477898,0.0444137234932924,0.03722183444085105,0.03850509762365351,0.04067276019253254,0.038873688823446106,0.039174336873461994,0.043881737692880944,0.03725432873355235,0.042124115819708534,0.03528589384325956,0.04387770974553711,PJM,Change Case
Month 2,0.03765171762919455,0.03803971691005105,0.03829845647415326,0.03470896275463226,0.03786659512829561,0.04547928587318229,0.0428710979705807,0.04401496477443974,0.041134417837235066,0.039710224646142336,0.03457590777499497,0.044608873952126975,0.04312385009197118,0.04482509042839711,0.04574677182503959,0.04581256200192835,0.039752025715083406,0.04018256130727786,0.0359945066575779,0.03615946805746503,0.04536274448725222,0.03965852684091466,0.04216163771955538,0.04061688475885303,PJM,Change Case
Month 3,0.040813643433734705,0.04288615120123104,0.04553375254139115,0.035699814692499963,0.040791483472958454,0.03827464667115473,0.05056491998509473,0.037244701939743205,0.04659937205033866,0.03800914298739058,0.03836012198841992,0.0491078240050686,0.04007128409238717,0.03931482678390657,0.04454454381130554,0.03833830424307307,0.03909890255204489,0.05033624453534705,0.04515228892796534,0.04410517635801568,0.032541718069246266,0.0455223215483233,0.04288067333865393,0.03823132157528964,PJM,Change Case
Month 4,0.049991154190689564,0.03245882690805539,0.04475622150264262,0.043695025467967906,0.03612033396253576,0.0389855748678933,0.0422771017368327,0.03796583660956312,0.04048605519278488,0.04214807201778111,0.04662278037715843,0.050109543933726026,0.043166642571651995,0.04001378000785948,0.04539745075337549,0.047188230052726175,0.040029008164595814,0.03928693109793742,0.043979465462190934,0.04127804356045387,0.04098784097427126,0.04206143651019285,0.04243231815042586,0.038922999013008004,PJM,Change Case
Month 5,0.04133472407216888,0.042160376746480585,0.04649750955109583,0.045226161066551314,0.042259398150831615,0.0429574328386795,0.033794368538581934,0.039435894121442966,0.029462030274717096,0.048808712989316,0.04105061221866432,0.03823781581601813,0.04271014370163748,0.04684301653882592,0.03550250189030575,0.04499738262147281,0.04322219267020778,0.04000584569577352,0.0385321614168324,0.044100822450991235,0.04403069138485564,0.047340405552751076,0.04666691294576619,0.044486845091807774,PJM,Change Case
Month 6,0.044429316895518635,0.03650613013275941,0.03737249226260099,0.04940936375917535,0.038774106147061074,0.04301084214348389,0.04192982358319972,0.03688055261080617,0.03563497567798244,0.03505184452856178,0.03903157786604064,0.037580568803943636,0.0382102951709415,0.043736102160659845,0.041884347724340264,0.043206493237176756,0.045783925218696765,0.04247219180474129,0.03953282721356701,0.038243891034730464,0.043765371522012035,0.04075985448960674,0.04691954781240481,0.04157336793190181,PJM,Change Case
Month 7,0.03625809606525698,0.043234975474924615,0.04123753563820077,0.04098252526201089,0.04158884922873769,0.04197322719376424,0.033397256923191204,0.04717344507030175,0.044172524235570096,0.04355850948576553,0.03718838248918268,0.03923020586352627,0.043952493603475834,0.04053160254111535,0.03921986280475142,0.0390372913664443,0.04742211265874844,0.041924365603618535,0.04013760014758851,0.03529955441562868,0.03909061901942564,0.03936605463969104,0.03927149556747089,0.032943242797133246,PJM,Change Case
Month 8,0.039645985991082176,0.03557957354710028,0.04028694359776604,0.043223263287473994,0.039769517159506725,0.043772709861139084,0.03760790046000211,0.041006830982603965,0.04052714882930375,0.04418357281051225,0.03308158914102427,0.038565348996132516,0.03670616295700385,0.040557775459044085,0.040669058920946764,0.03929762885147811,0.04225264876675749,0.04263497725664795,0.04156396220486949,0.04730175364505671,0.04794977279671433,0.04367647505150254,0.04534438989007841,0.047201006400867274,PJM,Change Case
Month 9,0.04180592713483727,0.04264968194848361,0.03313252668509744,0.04309628499834226,0.04324222643700423,0.03714766701648337,0.041998296271601204,0.040568100339041194,0.041550438764380256,0.04304410253188851,0.0344957049834612,0.044940756207353855,0.03810461603165106,0.03932109204363493,0.045163540697547654,0.04411246095377526,0.037621894379467974,0.03839245299832944,0.039767538267089966,0.035055263528864546,0.050593061377984874,0.04482079120479325,0.038787860985823604,0.04160369178767759,PJM,Change Case
Month 10,0.04312311661059009,0.04242799453321406,0.033638914192683445,0.04188541901510143,0.04500967133540985,0.03837379050906176,0.043563014810503245,0.04233385936911144,0.04036482980226653,0.03820633528888133,0.029695141019537564,0.03925096804697166,0.048027402967578944,0.0446319723605513,0.04082835937749971,0.042901386801224524,0.04271104247110777,0.04658213964244155,0.044025583760621226,0.04251805385285514,0.037852149039223154,0.04656794352514988,0.03242103332956267,0.03550609456532851,PJM,Change Case
Month 11,0.037890162939250446,0.042757526704965396,0.04635257752482498,0.04305670670747128,0.039415945675014726,0.039436250455250545,0.034225621620555396,0.03834045812804431,0.04455154153341305,0.039195974177970785,0.03476724839304464,0.037960962353724995,0.04330624747997145,0.04396132856319059,0.04101403451513651,0.035128154252773755,0.03824078720194718,0.03458736082061142,0.04012482452572886,0.04122508259071834,0.04615514866371028,0.04190970501058713,0.04258947981417704,0.03754780327792734,PJM,Change Case
Month 12,0.03401664158495601,0.04247450880659571,0.039604777800655015,0.04155973956754641,0.03911644735130741,0.03528791447505455,0.04998433947998262,0.03938641201079712,0.04058228979452862,0.041983227607035836,0.04161925605121959,0.03836233597923464,0.03421232535962056,0.04314134138915768,0.04313130271100162,0.04580782154283112,0.04618068952095571,0.037969634930572836,0.03838365107406565,0.03235112495080873,0.03885279295188102,0.04072994293558498,0.04420908576773777,0.03956124735449624,PJM,Change Case
Month 1,0.044084219660045554,0.04102945926224571,0.0373851551133961,0.03881674544207149,0.04133480648692401,0.03638258825217086,0.038324128143370155,0.04304751214946356,0.04392387561075286,0.03779050703567653,0.039859278003581314,0.03879745674091618,0.03768284029375918,0.04129995712168402,0.04182760983451593,0.04044302532334764,0.047031554594171035,0.039694472828271835,0.03785465895642381,0.04151155084245551,0.04012132653030779,0.03533501879871428,0.03747330108811168,0.032708093770773,MISO,Base Case
Month 2,0.037024666765135834,0.040927358348873025,0.04237231122108943,0.038712160150381314,0.03874154036557735,0.04152924972499664,0.04364340278599841,0.04107914189973629,0.039370696078291585,0.037693417818684065,0.038454322029301526,0.039763244128238465,0.04179402389296536,0.04811112103974515,0.042875662720662976,0.043381132424817705,0.03711952308605114,0.0389993113584398,0.042905597221533656,0.03799643459800484,0.038833335271179485,0.04196674123449344,0.03484274248531136,0.036224155304710466,MISO,Base Case
Month 3,0.03708288115162541,0.04295120465615139,0.04713276400654017,0.03267228571117309,0.03572008787750981,0.04443312114676525,0.04036700324991907,0.03520229082730309,0.04055999596603617,0.041925948299281174,0.03953389249224018,0.04246752513689622,0.04248044004409461,0.04096547690144276,0.03968312013299251,0.03867329246671784,0.041136106685075606,0.04387008385403369,0.046252613311493065,0.04185749830250799,0.0384219672454574,0.041441106637609755,0.04207712630025726,0.04237186711919878,MISO,Base Case
Month 4,0.04067142843399776,0.04011339723532236,0.026806156221066555,0.04195928164599019,0.04194326491600235,0.03889626883086603,0.042826873635683285,0.041818923873525524,0.035055099210455215,0.04341169118828251,0.04281511481583708,0.03784246271339669,0.0447969186239744,0.03824510233799543,0.03863985495012304,0.04413282199506392,0.04053356960275554,0.037593893427669715,0.042619990064580726,0.04098279125568269,0.03885557463458961,0.04162539446299416,0.03523581641803899,0.03921381473125679,MISO,Base Case
Month 5,0.042373379842750906,0.03747117519338775,0.03699339978246201,0.04226704386297966,0.03770728841329249,0.03982875476425096,0.039442472117917037,0.04056722321958857,0.04284781381285922,0.04245788946048641,0.03685564919999053,0.039403786029095375,0.04010470434012303,0.03339944191740853,0.040036073507399135,0.04119107375581054,0.03806280249954612,0.03799151633456912,0.044920720900518706,0.03722415495446276,0.03951834395574022,0.0436762846472155,0.03732276426256608,0.04227323171533957,MISO,Base Case
Month 6,0.04124599502029166,0.04341016465175376,0.04192339146212953,0.034443701932256786,0.04098322891046181,0.04250880801645475,0.04231360294993688,0.03714286348478288,0.03917569400650286,0.04118618954296961,0.042582383217480695,0.0324971692291139,0.040920645721492344,0.040885265105553875,0.04030082009508398,0.04636185166526058,0.038651009234208514,0.038713203987686684,0.04094159814149885,0.04102206982524641,0.03823574651420607,0.042043845844867686,0.035502344974600454,0.03971721687636713,MISO,Base Case
Month 7,0.039664731642326895,0.041412012876374825,0.03870886428414664,0.04096202587231498,0.04237025602969898,0.04603226628725869,0.04238514837384776,0.04025151852883406,0.04172171224220101,0.04333491309985926,0.037492950228676936,0.04074327618095755,0.034156051852349066,0.0390796807362075,0.04313173490358859,0.041874105068005193,0.04901502430265342,0.04131818491557349,0.040615474200870964,0.03691782285049044,0.041366560424373026,0.040218403844551345,0.043965976659771894,0.03786158719401106,MISO,Base Case
Month 8,0.040045988374355586,0.03692060122432921,0.04263961633732674,0.035014498129195326,0.03796067559954917,0.04322518160801132,0.04220162947802489,0.03805704336585997,0.04126654959708226,0.04316236107438777,0.039395857440109594,0.03662011524807886,0.040343764023490006,0.0367868933929589,0.03851846455937705,0.0363280199920921,0.03718175762694508,0.03571631059411879,0.03483020605810549,0.038649663495450966,0.044335584074302464,0.03863189371300211,0.03665709560616549,0.039822282900807575,MISO,Base Case
Month 9,0.03443016559550539,0.037529928932121044,0.03424731080661776,0.042219975800115946,0.042215380837478625,0.04468101736238736,0.04389192389225414,0.03920779396305449,0.03946677281152648,0.039391556696434654,0.0335383288099815,0.04048279556545681,0.039705298260421934,0.036764269137814616,0.03826377601248193,0.03260659688297196,0.036432792934195685,0.04042126759579502,0.034152770914114686,0.03987840592121761,0.04452143938035116,0.040074327464189284,0.03955106274235762,0.04329768550174686,MISO,Base Case
Month 10,0.043076630445858875,0.041318592691751935,0.038131442970482515,0.04001533561998892,0.04076624739427006,0.03780033646927526,0.038711809674133034,0.03572885341308216,0.040669257832908846,0.04429080437793566,0.042824355913115245,0.041467080906893765,0.04139434222358092,0.03809986519482339,0.037300806097467734,0.03592899132241713,0.03814521781119701,0.03891990013985931,0.03981322871419934,0.04033960614471302,0.040257816314500816,0.043668892087219274,0.0337873656551217,0.03594669468113087,MISO,Base Case
Month 11,0.03750961700765393,0.04234199231097755,0.0374679307510534,0.048248694717883324,0.04080627675880888,0.04168189846604281,0.04493020923407318,0.04368643554198579,0.045611927699907316,0.039585454669807986,0.036402836017108746,0.03773171111577311,0.038358983822313654,0.04129742638337864,0.037788988891776204,0.03510839687879472,0.043953650772853826,0.03578273233172,0.04110000642704944,0.04479584387072033,0.03995615566979012,0.03745904762466446,0.040209389214247215,0.03857070216695212,MISO,Base Case
Month 12,0.04160528655263125,0.04586144759846809,0.04300627910506888,0.042858653615779375,0.04166310749186093,0.04002921973632384,0.03776087992780591,0.04420706507775637,0.03962034635615485,0.033862663964759954,0.03829558511716016,0.04038622204546206,0.03709483388696611,0.03697755706220592,0.035139074885312545,0.039248295485629796,0.0364405323620206,0.039209516660871996,0.04278159765101651,0.043023774305918853,0.03788731488749522,0.033879026379861614,0.03984861922434033,0.03503721391415623,MISO,Base Case
Month 1,0.046208518003243076,0.045350177716504785,0.0365097542910747,0.039116404152850455,0.04204024072698218,0.040697353801990584,0.041987577291884355,0.04402272237547998,0.041067006344182234,0.03698714455990118,0.041436623306592854,0.04043714136005344,0.03726698707231317,0.03714334060097348,0.039148671498130574,0.03342440319270018,0.04863029717637042,0.03978670467423148,0.03936506528174448,0.03853066756843637,0.04295188401108962,0.0349543557042963,0.038001012479729826,0.03349234088609629,MISO,Change Case
Month 2,0.04338357986181549,0.04433356471525081,0.03981767770179396,0.0369798530378015,0.03893995727779571,0.044639956345506056,0.045576784485555084,0.040319553824281984,0.039930858969201746,0.036806487684257594,0.040005664621516564,0.0412050025495173,0.03720408607800843,0.04733218787748505,0.041738819465584644,0.039631354832974065,0.03645987793783725,0.041282872798298446,0.04079965298517045,0.042913289338479606,0.039385716058862125,0.043025766726353526,0.03847416993193356,0.035560492737973445,MISO,Change Case
Month 3,0.03998256986299074,0.04825002639395773,0.05247339522544141,0.03895891988070817,0.036096596477384564,0.04714256984525111,0.045645150901328826,0.04051204622818538,0.04549937262882515,0.04721581736647802,0.0448612316393898,0.04254512464513171,0.042360312509478505,0.042387229290379164,0.038041928914659275,0.04243316914959389,0.042211262198733016,0.04702301811626912,0.04514256129734264,0.04497615985341305,0.042401677384463037,0.039563835141919364,0.04516493912844965,0.0472210827673166,MISO,Change Case
Month 4,0.04231184689022448,0.0362802863945616,0.023457307105208547,0.04813763485564738,0.04187935431085715,0.03677317942549048,0.04133674774814119,0.038186240266643134,0.03758890415416671,0.049527686851981126,0.04108235991995826,0.03796817178249541,0.047918211249328824,0.043548862603218844,0.04165988373866216,0.0463120915040348,0.04234199497272766,0.040984133631325186,0.0456968364420878,0.036699271993486667,0.039115846991561724,0.0432497551716465,0.03587136126744889,0.0422659607885164,MISO,Change Case
Month 5,0.04460842949245554,0.04256224672346473,0.030469102561375503,0.04492447922160269,0.036949623983159735,0.04128103283578281,0.037260798560649656,0.04523821731479208,0.04648470518206706,0.04133707896635537,0.03966507252442948,0.04225116433903172,0.04182030906409,0.03427417985125664,0.0416207740681993,0.038051387099081985,0.03812571937625365,0.0395616692298288,0.045385116018126226,0.040707326980481004,0.03730059054223138,0.04496281483736539,0.037676007452467714,0.040149521915115505,MISO,Change Case
Month 6,0.04380327821980224,0.04545092139040798,0.04637190715671837,0.03439452909302256,0.04274775220055621,0.038611600280200616,0.043000016134748936,0.035771558803117706,0.04234758856603399,0.043373955673546204,0.03936335169819043,0.03604653502239188,0.03818412919981327,0.04334917748067892,0.04373111451377293,0.05069070079350432,0.037648488789002475,0.03878366325446808,0.04200675240629418,0.043740445536461,0.041863863756724386,0.046589084986055636,0.033678541974625935,0.03920228705161246,MISO,Change Case
Month 7,0.040669666826099335,0.03727507827375338,0.041756908350026656,0.04130768052940902,0.04259842229348463,0.04323822828171609,0.044431689189663066,0.04024232583873033,0.04730056053484892,0.0480383626442643,0.03847390745056213,0.044770771093057465,0.03817345872530628,0.04359881665721235,0.043351410110664415,0.04408926073631743,0.049395279695336504,0.039098582800494185,0.041490263400280794,0.03933261666477847,0.0393255539364292,0.042650617564773355,0.043338336255834366,0.040601468223322924,MISO,Change Case
Month 8,0.037615220843716046,0.04016377363451628,0.04315445844935369,0.034971969288120894,0.03857684491205773,0.04558367866970091,0.04293702209441206,0.03805817538409792,0.04570658143119607,0.039544578419029607,0.04223651121804031,0.03539633559391329,0.04135100421615532,0.037696673282513776,0.04337910699190682,0.040490199400792744,0.03831563495151905,0.04076711619878687,0.034879902124486314,0.04387042213542048,0.042811121711610764,0.041980634693065434,0.03842037412809365,0.03748329338246647,MISO,Change Case
Month 9,0.03505466033237512,0.0407535087354677,0.037373762390090895,0.040548655082518446,0.046347256618072666,0.04925181285549231,0.04305200259059887,0.04238624053086424,0.040605279011789966,0.043033214159583374,0.03521965488453911,0.04376147771587763,0.03897845595639164,0.04003352540907956,0.045269792259882875,0.03518698459562431,0.040638298051259,0.043133597528233834,0.03570529316929356,0.0436209905124782,0.04487004361225605,0.04102220504105297,0.042307397880310085,0.04124315321064564,MISO,Change Case
Month 10,0.0391576920076754,0.041226872432498736,0.03737792651455124,0.04170385419771128,0.040321184688710314,0.037094879184080325,0.03807775466764273,0.03722685607953805,0.04223981564995651,0.04437902567750723,0.0486003102124775,0.03866956721727537,0.04794039807336572,0.036272476926861266,0.03677370456291448,0.03566645931624248,0.040433356866745915,0.03933455712654316,0.037446254187764975,0.03936522193631112,0.041809264763106736,0.04746926000149135,0.03595027788020555,0.04159048192170103,MISO,Change Case
Month 11,0.03671647958392283,0.042611215799198146,0.03534821945163102,0.04856541409246666,0.03766647373549517,0.042012007393563096,0.043037165042217794,0.04561562459806876,0.05399070551538666,0.039647967193946795,0.038396991800769456,0.043983884242420286,0.04018295027075015,0.04284838364721038,0.034695281874238,0.040666030116283135,0.04678011346613909,0.03660379791835862,0.03922350732562681,0.042976185342958724,0.04177603087910917,0.041488538197504414,0.039422337739058906,0.037101304175941444,MISO,Change Case
Month 12,0.04397720319872953,0.050395352082402985,0.04195523418525462,0.04230206063760943,0.042944330301502215,0.04469879213467738,0.043331643471808755,0.04983642698171919,0.03706783461275596,0.036829403321377754,0.042527009299781794,0.04035401913822928,0.038967217648666154,0.03656211595225654,0.038931416296482016,0.037049093844708246,0.041199367717577366,0.04595849499935501,0.041520885631947245,0.04506171109369383,0.04669957359812447,0.03075258544483553,0.04495491979046481,0.038423984774900714,MISO,Change Case
Month 1,0.044147343251292825,0.037762455463165465,0.04034385512595942,0.04069904192269907,0.04244474299112576,0.04589720332708151,0.04134200029060159,0.04048247481234804,0.04132207084036481,0.04050604248606418,0.04324284142264757,0.0397026093671794,0.03563968808575412,0.03877194610818356,0.04527265521791477,0.04557889452008407,0.0394164031160386,0.04113831067334874,0.04305646198894144,0.039818263913963085,0.041086203375029245,0.039694105546579386,0.03479819145845514,0.043806886949779994,ERCOT,Base Case
Month 2,0.046031243343577735,0.044866517451567736,0.03645495458470186,0.03725044812604826,0.03636248305515376,0.04213229034908108,0.04035884116911207,0.046843549661097814,0.039970969368673746,0.042857284730081616,0.04416913228428615,0.03943107789569865,0.0433651818369283,0.03965346054111573,0.04235384807762042,0.03953248493697145,0.041489871321907144,0.04104277402599211,0.04212111653832456,0.0390085644000156,0.03921286768212358,0.04104158695321638,0.039945871553962925,0.041022878039092665,ERCOT,Base Case
Month 3,0.0430712620675064,0.04214236428250042,0.04101476966635247,0.04397660356804435,0.0395678819677364,0.03508901294436227,0.034836006530932946,0.0347594422523568,0.039573118075473535,0.04523336559768979,0.037256742756431954,0.03545743391731128,0.04028153490087884,0.03922441595016708,0.038178194197090225,0.0397737612249315,0.03647750920956682,0.038348663989060866,0.04137327523213688,0.039946683783419465,0.04175319976219474,0.038042676323592296,0.03596875231654262,0.03566278301552895,ERCOT,Base Case
Month 4,0.03952709088070559,0.037738477273687544,0.03760434183814771,0.039079235439130354,0.05026831653818783,0.037817294415790396,0.04285588748044001,0.04112200659643258,0.036063168509201764,0.03893804757125984,0.04834096298722316,0.03604957210689528,0.03836010894239031,0.03671334380796797,0.0327286873851243,0.040078452980396945,0.04214139579337024,0.04614714400846462,0.03665247978144841,0.043256737683673566,0.03924264624539901,0.04240786142196602,0.040249086153958204,0.04134748523078194,ERCOT,Base Case
Month 5,0.04060078068261964,0.04475544258222439,0.03790582322504441,0.04291864014620658,0.04286769412299539,0.039189404677375105,0.03688790715044919,0.0426552369343907,0.03417964088946968,0.04042712791119733,0.03712495984742828,0.04042022462976938,0.03404204875888943,0.04138465937639765,0.033164460367815375,0.04022440495389952,0.04079075675848201,0.039557782356490614,0.037571913197279004,0.040150620573383825,0.04054934223803995,0.037109566918120104,0.03876674319283137,0.036495794634199046,ERCOT,Base Case
Month 6,0.04334681871466334,0.04205001806052345,0.036327749316944574,0.04249488059554762,0.03740362481702392,0.04000944404291379,0.03980896431212765,0.03986504852336759,0.04043648380278235,0.037847671487589774,0.040757750086603775,0.037229368471581266,0.041956656054070646,0.03796096351264795,0.04194880660743998,0.03921305911332411,0.04656802253639844,0.042199058537650824,0.03705766680934933,0.03877809645955704,0.04208468671447475,0.04130300541103923,0.04044668187986437,0.039728408572899825,ERCOT,Base Case
Month 7,0.039541772222703726,0.03927406967711117,0.041646093343017665,0.039934199133576535,0.03573730339449089,0.0358241859370212,0.040399391930069764,0.04060328092784554,0.039455631972146195,0.04257684301614656,0.04558128608138915,0.034608042130324715,0.032889873252217317,0.0491852994435705,0.0377486009849172,0.04037299125485224,0.03529737701182206,0.04254574361195104,0.036858709336681776,0.03742284619578325,0.040186650495497564,0.04171662090615757,0.040677386474295654,0.04061784726078613,ERCOT,Base Case
Month 8,0.03996824075654969,0.04179915585082053,0.036076923612003244,0.03990849094358402,0.04167439674788821,0.042241460286568354,0.03657362026483369,0.04147613258889296,0.03467281219421991,0.0334295441085362,0.040485278250354126,0.04197741538389308,0.04438204824806725,0.038498693439259914,0.037779153447700435,0.04386586241254828,0.040444367621539315,0.041010585618590584,0.03664261760065322,0.04050602244287407,0.039277684118547346,0.0407890816272026,0.04271506568350535,0.037333561771375666,ERCOT,Base Case
Month 9,0.04059921778263473,0.040087704356581794,0.04387607487380522,0.040354359142580974,0.038192938908015416,0.03844686577182974,0.042590979747764504,0.04256546033224299,0.04066373503911674,0.04396018738655919,0.03772438985343376,0.035136624188452724,0.041271690996358495,0.04732851426725047,0.03879563386001538,0.03737424045448151,0.03836050885359217,0.03653779486338873,0.042095100946051026,0.040534302591007695,0.03568127295836056,0.03564686051121291,0.034547371321253885,0.03474722516516169,ERCOT,Base Case
Month 10,0.034488190729231955,0.046544154104879,0.035946035157405964,0.042730216676703965,0.04008234789532209,0.038967849060943645,0.04078566032305706,0.03941276036427262,0.03457558660401459,0.041837572110732954,0.0441523025059631,0.038818732338597596,0.039282112491443345,0.03999687791100325,0.041553377458873705,0.03548904118540289,0.03922078060110962,0.03786056837632407,0.04448960277480776,0.03954419668664472,0.04285662823164178,0.04303895354200349,0.04144039527355405,0.03926426451255642,ERCOT,Base Case
Month 11,0.04316230722704635,0.04347599534683548,0.040248251562387566,0.04120757946493204,0.03903471402252108,0.037549194706222686,0.0404273393747271,0.04214148835530969,0.040278404423184345,0.04234222347976077,0.0327494687667004,0.034638886991578854,0.042993813585062865,0.04414026580124198,0.036989900265980494,0.038080936706720254,0.04471753559663808,0.04318554129393434,0.040850181088604366,0.03573222278667928,0.04448441580498352,0.045388781868411526,0.03974683605277181,0.03623844539489401,ERCOT,Base Case
